timestamp,congestion_status,object_count
2025-02-25 15:26:38,No Congestion,6
2025-02-25 15:26:38,No Congestion,10
2025-02-25 15:26:38,No Congestion,0
2025-02-25 15:26:38,No Congestion,0
2025-02-25 15:26:38,No Congestion,0
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:39,No Congestion,2
2025-02-25 15:26:40,No Congestion,2
2025-02-25 15:26:40,No Congestion,2
